,temp,relh,skph,day,month,year,time,minutes
289,-4.0,92.74,9.26,7,1,2022,00:30:00,30
290,-3.0,92.8,7.408,7,1,2022,01:00:00,0
291,-4.0,100.0,7.408,7,1,2022,01:30:00,30
292,-4.0,100.0,11.112,7,1,2022,02:00:00,0
293,-3.0,92.8,9.26,7,1,2022,02:30:00,30
294,-3.0,100.0,7.408,7,1,2022,03:00:00,0
295,-3.0,100.0,9.26,7,1,2022,03:30:00,30
296,-3.0,100.0,9.26,7,1,2022,04:00:00,0
297,-3.0,100.0,7.408,7,1,2022,04:30:00,30
298,-2.0,92.86,9.26,7,1,2022,05:00:00,0
299,-2.0,92.86,9.26,7,1,2022,05:30:00,30
300,-2.0,92.86,12.964,7,1,2022,06:00:00,0
301,-2.0,92.86,14.816,7,1,2022,06:30:00,30
302,-2.0,92.86,12.964,7,1,2022,07:00:00,0
303,-2.0,92.86,14.816,7,1,2022,07:30:00,30
304,-2.0,92.86,14.816,7,1,2022,08:00:00,0
305,-2.0,92.86,14.816,7,1,2022,08:30:00,30
306,-1.0,92.92,16.668,7,1,2022,09:00:00,0
307,-1.0,92.92,14.816,7,1,2022,09:30:00,30
308,0.0,86.39,16.668,7,1,2022,10:00:00,0
309,0.0,86.39,16.668,7,1,2022,10:30:00,30
310,0.0,86.39,18.52,7,1,2022,11:00:00,0
311,1.0,80.36,14.816,7,1,2022,11:30:00,30
312,1.0,80.36,14.816,7,1,2022,12:00:00,0
313,1.0,80.36,14.816,7,1,2022,12:30:00,30
314,1.0,80.36,14.816,7,1,2022,13:00:00,0
315,1.0,80.36,16.668,7,1,2022,13:30:00,30
316,1.0,80.36,16.668,7,1,2022,14:00:00,0
317,1.0,86.49,16.668,7,1,2022,14:30:00,30
318,1.0,86.49,16.668,7,1,2022,15:00:00,0
319,1.0,93.03,16.668,7,1,2022,15:30:00,30
320,0.0,100.0,14.816,7,1,2022,16:00:00,0
321,1.0,93.03,14.816,7,1,2022,16:30:00,30
322,1.0,93.03,12.964,7,1,2022,17:00:00,0
323,1.0,93.03,14.816,7,1,2022,17:30:00,30
324,1.0,93.03,12.964,7,1,2022,18:00:00,0
325,1.0,93.03,11.112,7,1,2022,18:30:00,30
326,1.0,93.03,14.816,7,1,2022,19:00:00,0
327,1.0,93.03,11.112,7,1,2022,19:30:00,30
328,1.0,100.0,11.112,7,1,2022,20:00:00,0
329,1.0,100.0,7.408,7,1,2022,20:30:00,30
330,1.0,100.0,5.556,7,1,2022,21:00:00,0
331,1.0,100.0,7.408,7,1,2022,21:30:00,30
332,1.0,100.0,5.556,7,1,2022,22:00:00,0
333,1.0,100.0,7.408,7,1,2022,22:30:00,30
334,1.0,100.0,7.408,7,1,2022,23:00:00,0
335,1.0,93.03,9.26,7,1,2022,23:30:00,30
336,1.0,93.03,9.26,8,1,2022,00:00:00,0
337,1.0,100.0,9.26,8,1,2022,00:30:00,30
338,1.0,100.0,12.964,8,1,2022,01:00:00,0
339,1.0,100.0,12.964,8,1,2022,01:30:00,30
340,1.0,93.03,14.816,8,1,2022,02:00:00,0
341,1.0,93.03,14.816,8,1,2022,02:30:00,30
342,1.0,93.03,11.112,8,1,2022,03:00:00,0
343,1.0,93.03,14.816,8,1,2022,03:30:00,30
344,0.0,100.0,12.964,8,1,2022,04:00:00,0
345,0.0,100.0,12.964,8,1,2022,04:30:00,30
346,0.0,100.0,12.964,8,1,2022,05:00:00,0
347,0.0,100.0,11.112,8,1,2022,05:30:00,30
348,0.0,100.0,11.112,8,1,2022,06:00:00,0
349,1.0,93.03,12.964,8,1,2022,06:30:00,30
350,1.0,100.0,11.112,8,1,2022,07:00:00,0
351,1.0,93.03,11.112,8,1,2022,07:30:00,30
352,1.0,93.03,9.26,8,1,2022,08:00:00,0
353,1.0,93.03,12.964,8,1,2022,08:30:00,30
354,1.0,93.03,12.964,8,1,2022,09:00:00,0
355,1.0,93.03,14.816,8,1,2022,09:30:00,30
356,1.0,86.49,14.816,8,1,2022,10:00:00,0
357,1.0,93.03,9.26,8,1,2022,10:30:00,30
358,1.0,93.03,11.112,8,1,2022,11:00:00,0
359,1.0,86.49,16.668,8,1,2022,11:30:00,30
360,1.0,86.49,9.26,8,1,2022,12:00:00,0
361,1.0,86.49,12.964,8,1,2022,12:30:00,30
362,1.0,86.49,12.964,8,1,2022,13:00:00,0
363,1.0,86.49,14.816,8,1,2022,13:30:00,30
364,1.0,86.49,12.964,8,1,2022,14:00:00,0
365,1.0,86.49,12.964,8,1,2022,14:30:00,30
366,1.0,86.49,12.964,8,1,2022,15:00:00,0
367,1.0,86.49,11.112,8,1,2022,15:30:00,30
368,1.0,86.49,11.112,8,1,2022,16:00:00,0
369,1.0,86.49,11.112,8,1,2022,16:30:00,30
370,1.0,86.49,11.112,8,1,2022,17:00:00,0
371,1.0,86.49,11.112,8,1,2022,17:30:00,30
372,1.0,86.49,9.26,8,1,2022,18:00:00,0
373,1.0,86.49,11.112,8,1,2022,18:30:00,30
374,1.0,86.49,12.964,8,1,2022,19:00:00,0
375,1.0,86.49,11.112,8,1,2022,19:30:00,30
376,1.0,86.49,14.816,8,1,2022,20:00:00,0
377,1.0,86.49,14.816,8,1,2022,20:30:00,30
378,1.0,86.49,16.668,8,1,2022,21:00:00,0
379,1.0,86.49,18.52,8,1,2022,21:30:00,30
380,1.0,86.49,18.52,8,1,2022,22:00:00,0
381,1.0,86.49,16.668,8,1,2022,22:30:00,30
382,1.0,86.49,18.52,8,1,2022,23:00:00,0
383,1.0,86.49,22.224,8,1,2022,23:30:00,30
384,0.0,92.97,22.224,9,1,2022,00:00:00,0
385,0.0,92.97,25.928,9,1,2022,00:30:00,30
386,0.0,92.97,25.928,9,1,2022,01:00:00,0
387,0.0,92.97,25.928,9,1,2022,01:30:00,30
388,0.0,86.39,25.928,9,1,2022,02:00:00,0
389,-1.0,92.92,27.78,9,1,2022,02:30:00,30
390,-1.0,92.92,24.076,9,1,2022,03:00:00,0
391,-1.0,92.92,25.928,9,1,2022,03:30:00,30
392,-1.0,92.92,27.78,9,1,2022,04:00:00,0
393,-1.0,92.92,25.928,9,1,2022,04:30:00,30
394,-1.0,86.28,24.076,9,1,2022,05:00:00,0
395,-1.0,92.92,24.076,9,1,2022,05:30:00,30
396,-1.0,92.92,27.78,9,1,2022,06:00:00,0
397,-1.0,92.92,29.632,9,1,2022,06:30:00,30
398,-1.0,92.92,24.076,9,1,2022,07:00:00,0
399,-1.0,92.92,24.076,9,1,2022,07:30:00,30
400,-1.0,92.92,24.076,9,1,2022,08:00:00,0
401,-1.0,92.92,24.076,9,1,2022,08:30:00,30
402,0.0,86.39,24.076,9,1,2022,09:00:00,0
403,0.0,86.39,22.224,9,1,2022,09:30:00,30
404,0.0,80.22,24.076,9,1,2022,10:00:00,0
405,0.0,80.22,25.928,9,1,2022,10:30:00,30
406,1.0,80.36,27.78,9,1,2022,11:00:00,0
407,1.0,80.36,27.78,9,1,2022,11:30:00,30
408,1.0,80.36,25.928,9,1,2022,12:00:00,0
409,1.0,74.63,22.224,9,1,2022,12:30:00,30
410,1.0,74.63,27.78,9,1,2022,13:00:00,0
411,1.0,74.63,18.52,9,1,2022,13:30:00,30
412,1.0,74.63,16.668,9,1,2022,14:00:00,0
413,0.0,80.22,16.668,9,1,2022,14:30:00,30
414,0.0,80.22,18.52,9,1,2022,15:00:00,0
415,0.0,80.22,18.52,9,1,2022,15:30:00,30
416,0.0,80.22,18.52,9,1,2022,16:00:00,0
417,0.0,80.22,18.52,9,1,2022,16:30:00,30
418,0.0,80.22,18.52,9,1,2022,17:00:00,0
419,0.0,80.22,20.372,9,1,2022,17:30:00,30
420,0.0,80.22,20.372,9,1,2022,18:00:00,0
421,0.0,80.22,18.52,9,1,2022,18:30:00,30
422,0.0,80.22,18.52,9,1,2022,19:00:00,0
423,0.0,80.22,18.52,9,1,2022,19:30:00,30
424,0.0,80.22,18.52,9,1,2022,20:00:00,0
425,0.0,86.39,18.52,9,1,2022,20:30:00,30
426,0.0,86.39,16.668,9,1,2022,21:00:00,0
427,0.0,86.39,18.52,9,1,2022,21:30:00,30
428,0.0,86.39,14.816,9,1,2022,22:00:00,0
429,-1.0,86.28,12.964,9,1,2022,22:30:00,30
430,-1.0,86.28,7.408,9,1,2022,23:00:00,0
431,-1.0,92.92,9.26,9,1,2022,23:30:00,30
432,0.0,86.39,9.26,10,1,2022,00:00:00,0
433,0.0,86.39,14.816,10,1,2022,00:30:00,30
434,0.0,80.22,11.112,10,1,2022,01:00:00,0
435,-1.0,86.28,12.964,10,1,2022,01:30:00,30
436,0.0,80.22,12.964,10,1,2022,02:00:00,0
437,-1.0,86.28,12.964,10,1,2022,02:30:00,30
438,-1.0,86.28,11.112,10,1,2022,03:00:00,0
439,-1.0,86.28,11.112,10,1,2022,03:30:00,30
440,-1.0,86.28,14.816,10,1,2022,04:00:00,0
441,-1.0,86.28,11.112,10,1,2022,04:30:00,30
442,-1.0,80.07,12.964,10,1,2022,05:00:00,0
443,-1.0,80.07,12.964,10,1,2022,05:30:00,30
444,-2.0,86.18,11.112,10,1,2022,06:00:00,0
445,-2.0,86.18,9.26,10,1,2022,06:30:00,30
446,-3.0,92.8,7.408,10,1,2022,07:00:00,0
447,-3.0,92.8,11.112,10,1,2022,07:30:00,30
448,-3.0,86.07,11.112,10,1,2022,08:00:00,0
449,-3.0,92.8,11.112,10,1,2022,08:30:00,30
450,-2.0,86.18,9.26,10,1,2022,09:00:00,0
451,-2.0,86.18,11.112,10,1,2022,09:30:00,30
452,-1.0,80.07,9.26,10,1,2022,10:00:00,0
453,0.0,74.44,7.408,10,1,2022,10:30:00,30
454,0.0,74.44,12.964,10,1,2022,11:00:00,0
455,0.0,74.44,9.26,10,1,2022,11:30:00,30
456,1.0,69.25,11.112,10,1,2022,12:00:00,0
457,1.0,69.25,11.112,10,1,2022,12:30:00,30
458,1.0,69.25,11.112,10,1,2022,13:00:00,0
459,1.0,69.25,9.26,10,1,2022,13:30:00,30
460,1.0,69.25,9.26,10,1,2022,14:00:00,0
